Date,Longitude,Latitude,Depth,Type,Magnitude,Location,EventID,TimeName,TypeName,MagnitudeName
"23/07/1967 05:03:39",30.35,40.61,21,"mb",4.5,"-",16933,"ISC","ISC","ISC"
"22/07/1967 22:21:41",30.45,41,49,"mb",4.6,"-",16928,"ISC","ISC","ISC"
"22/07/1967 21:35:40",30.42,40.79,4,"mb",4.7,"-",16927,"ISC","ISC","ISC"
"22/07/1967 19:07:21",30,41,33,"MS",4.7,"-",16922,"LAO","LAO","LAO"
"01/06/1967 12:31:36",28.9,40.93,10,"MS",4,"-",16891,"Alsan ve Diğ.1975","Alsan ve Diğ.1975","Alsan ve Diğ.1975"
"21/08/1966 02:30:45",27.436,40.312,16.6,"mb",4.8,"-",16810,"ISC","ISC","ISC"
"21/12/1964 01:50:10",27.5,40.5,10,"mb",4.6,"-",16569,"ISC","ISC","ISC"
"06/10/1964 15:31:23",28.23,40.3,34,"MS",7,"Karacabey-Bursa",16549,"Alsan ve Diğ.1975","Alsan ve Diğ.1975","Alsan ve Diğ.1975"
"18/04/1964 22:52:54",29,41.1,33,"mb",4.2,"-",16490,"ISC","ISC","ISC"
"24/09/1963 03:10:44",28.9,40.84,10,"MS",4.8,"-",16454,"Ayhan ve Diğ.1981","Ayhan ve Diğ.1981","Ayhan ve Diğ.1981"
"18/09/1963 17:58:15",29.12,40.77,40,"MS",6.3,"Yalova",16453,"Alsan ve Diğ.1975","Alsan ve Diğ.1975","Alsan ve Diğ.1975"
"19/04/1962 09:22:19",28.84,40.75,10,"MS",4.3,"-",9533,"Alsan ve Diğ.1975","Alsan ve Diğ.1975","Alsan ve Diğ.1975"
"06/08/1959 13:08:00",29.2,40.4,10,"MS",4.1,"-",9433,"Alsan ve Diğ.1975","Alsan ve Diğ.1975","Alsan ve Diğ.1975"
"26/07/1959 18:07:06",27.54,40.91,10,"MS",5.4,"-",9432,"Ayhan ve Diğ.1981","Ayhan ve Diğ.1981","Ayhan ve Diğ.1981"
"02/04/1959 05:34:29",29.41,40.5,20,"MS",4.6,"-",9417,"Ayhan ve Diğ.1981","Ayhan ve Diğ.1981","Ayhan ve Diğ.1981"
"26/12/1957 16:01:45",29.72,40.83,10,"MS",5.2,"-",9372,"Ayhan ve Diğ.1981","Ayhan ve Diğ.1981","Ayhan ve Diğ.1981"
"30/08/1956 01:15:00",30.2,41,5,"MS",4,"-",9311,"UNS","UNS","UNS"
"28/08/1956 02:29:51",29.93,41.08,80,"MS",4.6,"-",9310,"Ayhan ve Diğ.1981","Ayhan ve Diğ.1981","Ayhan ve Diğ.1981"
"06/01/1956 15:52:59",30.2,41,10,"MS",4.9,"-",9267,"Ayhan ve Diğ.1981","Ayhan ve Diğ.1981","Ayhan ve Diğ.1981"
"26/10/1954 11:34:29",27.52,40.56,10,"MS",4.6,"-",9235,"Ayhan ve Diğ.1981","Ayhan ve Diğ.1981","Ayhan ve Diğ.1981"
"25/10/1954 00:37:19",27.53,40.46,10,"MS",4.8,"-",9234,"Ayhan ve Diğ.1981","Ayhan ve Diğ.1981","Ayhan ve Diğ.1981"
"23/03/1954 13:58:53",27.12,40.58,10,"MS",5.1,"-",9207,"Alsan ve Diğ.1975","Alsan ve Diğ.1975","Alsan ve Diğ.1975"
"13/03/1952 07:30:01",28.14,41.02,11,"MS",4.9,"-",9108,"Ayhan ve Diğ.1981","Ayhan ve Diğ.1981","Ayhan ve Diğ.1981"
"23/01/1952 00:15:00",30.4,40.8,15,"MS",4.3,"-",9105,"UNS","UNS","UNS"
"13/12/1948 03:00:00",30,41,15,"MS",4.2,"-",9032,"UNS","UNS","UNS"
"08/09/1943 15:35:00",30.4,40.7,5,"MS",4,"-",8907,"UNS","UNS","UNS"
"16/06/1942 07:42:34",27.8,40.8,20,"MS",5.6,"-",8882,"Ayhan ve Diğ.1981","Ayhan ve Diğ.1981","Ayhan ve Diğ.1981"
"13/06/1940 13:02:00",30.17,41.34,30,"MS",4.6,"-",8837,"Ayhan ve Diğ.1981","Ayhan ve Diğ.1981","Ayhan ve Diğ.1981"
"22/10/1935 08:29:43",27.21,40.31,10,"MS",5.2,"-",8726,"Ayhan ve Diğ.1981","Ayhan ve Diğ.1981","Ayhan ve Diğ.1981"
"04/01/1935 16:19:24",27.5,40.5,5,"MS",4.5,"-",8709,"Ayhan ve Diğ.1981","Ayhan ve Diğ.1981","Ayhan ve Diğ.1981"
"04/01/1935 16:18:57",27.5,40.5,5,"MS",4.6,"-",8708,"Ayhan ve Diğ.1981","Ayhan ve Diğ.1981","Ayhan ve Diğ.1981"
"11/10/1929 00:00:54",27.46,41.11,10,"MS",4.5,"-",8549,"Ayhan ve Diğ.1981","Ayhan ve Diğ.1981","Ayhan ve Diğ.1981"
"24/06/1925 01:00:34",30.39,40.88,10,"MS",4.6,"-",8386,"Ayhan ve Diğ.1981","Ayhan ve Diğ.1981","Ayhan ve Diğ.1981"
"10/06/1925 05:45:00",29,41,8,"MS",4.4,"-",8385,"UNS","UNS","UNS"
"01/09/1924 01:00:00",29.2,40.9,15,"MS",4.3,"-",8355,"UNS","UNS","UNS"
